employee_id,department,role_level,tenure_years,salary_band,performance_rating,training_hours_annual,avg_overtime_hrs_week,job_satisfaction_score,work_life_balance_score,last_promotion_years_ago,attrition_flag
EMP-0009487,Finance,Individual Contributor,4.9,Band 3,2.7,26,23.9,3.2,4.2,6.5,0
EMP-0011914,Customer Success,Director,16.8,Band 4,3.8,62,9.2,5.0,3.9,6.3,0
EMP-0006636,Engineering,Associate,11.0,Band 3,2.3,53,18.1,4.4,3.7,4.2,0
EMP-0004378,Legal,Associate,27.0,Band 3,2.1,65,4.3,1.9,2.4,6.7,0
EMP-0007488,HR,VP,23.7,Band 3,3.3,40,24.6,1.9,1.0,7.9,0
EMP-0013909,Finance,Senior Manager,21.6,Band 1,2.9,61,14.8,2.7,3.3,9.9,1
EMP-0005366,Finance,VP,15.9,Band 5,4.4,34,11.9,3.9,3.2,0.4,1
EMP-0014671,Sales,VP,19.1,Band 5,3.5,63,18.1,2.8,4.0,0.3,0
EMP-0005488,Engineering,Senior Manager,18.9,Band 2,4.0,15,14.8,4.8,3.8,4.3,0
EMP-0008271,Finance,Analyst,5.5,Band 4,4.8,26,17.3,3.7,4.3,9.1,0
EMP-0009829,Legal,Manager,2.3,Band 2,2.5,35,21.2,2.6,1.8,2.7,0
EMP-0014496,IT,VP,13.2,Band 2,2.1,30,6.5,3.7,3.0,0.8,0
EMP-0002093,Engineering,Senior Manager,17.1,Band 2,2.4,76,6.8,3.7,1.0,8.7,0
EMP-0008532,Finance,Senior Manager,18.2,Band 5,3.4,88,2.2,2.9,2.4,8.9,0
EMP-0006502,Finance,Associate,21.8,Band 2,2.8,66,11.8,4.2,1.8,3.3,0
EMP-0002588,IT,Individual Contributor,11.2,Band 3,1.5,24,3.0,3.8,3.8,0.5,0
EMP-0003676,Operations,Manager,24.9,Band 6,2.4,32,7.2,4.0,2.5,2.7,0
EMP-0006936,Operations,Associate,27.0,Band 2,3.4,67,0.8,1.8,3.0,3.0,0
EMP-0007893,Customer Success,Associate,6.9,Band 2,3.7,118,8.4,3.0,1.8,8.6,0
EMP-0007782,Legal,Associate,15.8,Band 3,3.8,81,8.5,4.4,2.6,10.0,0
EMP-0003616,Customer Success,Team Lead,23.1,Band 2,4.7,34,24.0,4.3,3.8,5.8,0
EMP-0002903,Operations,Analyst,18.3,Band 4,3.5,51,10.8,2.2,3.0,9.4,1
EMP-0000281,Sales,Individual Contributor,2.9,Band 1,4.5,21,11.2,4.3,1.6,5.4,0
EMP-0004147,Sales,Associate,3.0,Band 1,4.5,76,10.6,4.3,2.3,8.2,0
EMP-0009119,IT,Individual Contributor,24.1,Band 1,4.1,80,13.7,4.4,2.8,1.8,0
EMP-0003111,Finance,Senior Manager,1.6,Band 4,1.9,8,24.8,1.2,4.3,7.4,0
EMP-0008597,IT,Manager,23.0,Band 3,4.2,78,2.3,2.7,3.0,9.7,0
EMP-0007245,Product,Manager,19.0,Band 5,4.6,115,19.1,3.1,4.0,6.9,0
EMP-0013427,IT,Individual Contributor,8.9,Band 1,3.9,77,22.9,4.0,2.5,2.1,0
EMP-0014269,Finance,Associate,11.7,Band 2,4.1,118,12.9,2.4,3.7,9.1,0
EMP-0001949,Marketing,Manager,7.8,Band 3,2.0,42,1.8,4.2,4.8,1.4,0
EMP-0011377,HR,Analyst,18.1,Band 2,1.5,106,16.2,4.5,5.0,5.2,0
EMP-0006217,Legal,Analyst,19.3,Band 4,3.9,102,15.9,1.1,3.6,1.7,0
EMP-0005922,Product,Analyst,6.4,Band 1,2.7,92,10.1,3.0,2.8,9.0,0
EMP-0008958,Product,Individual Contributor,25.0,Band 4,1.7,89,12.5,1.7,3.4,9.8,1
EMP-0007555,Engineering,Analyst,11.7,Band 1,2.0,5,14.9,3.5,4.5,9.8,0
EMP-0000383,Product,Individual Contributor,6.5,Band 4,4.4,116,11.3,1.8,1.7,5.3,0
EMP-0011215,Legal,Director,25.5,Band 4,2.2,89,5.5,4.1,1.9,6.5,0
EMP-0012670,Product,Team Lead,13.3,Band 1,3.1,83,13.7,3.1,2.3,4.9,0
EMP-0004311,Sales,VP,6.6,Band 1,2.3,91,8.9,3.0,4.0,9.7,0
EMP-0011063,Engineering,Team Lead,8.3,Band 3,2.5,82,7.6,3.2,1.9,1.7,0
EMP-0014171,HR,Director,21.2,Band 4,2.7,49,7.4,2.8,2.5,2.9,0
EMP-0009837,Finance,Manager,26.4,Band 3,4.7,46,1.3,3.6,2.5,3.0,0
EMP-0014476,Operations,Director,3.3,Band 3,3.5,34,2.8,3.5,2.3,9.0,0
EMP-0003501,HR,Analyst,9.5,Band 1,4.6,42,15.4,3.0,4.5,5.9,0
EMP-0007698,Product,Director,19.7,Band 1,3.3,55,0.4,4.1,3.9,7.9,0
EMP-0010725,Product,Senior Manager,16.7,Band 4,3.7,5,19.0,2.3,1.1,9.1,1
EMP-0009628,Engineering,Manager,13.0,Band 4,1.6,8,9.8,1.4,2.6,5.2,0
EMP-0014832,Customer Success,VP,17.9,Band 2,3.7,36,20.4,4.4,3.7,1.0,0
EMP-0008083,Legal,VP,1.3,Band 2,1.8,87,12.2,2.3,4.7,6.9,1
EMP-0009820,IT,Director,1.4,Band 4,4.1,106,21.5,2.2,2.4,5.3,0
EMP-0002064,HR,Analyst,13.1,Band 2,1.6,52,11.1,2.7,4.0,0.4,0
EMP-0002685,HR,Manager,18.1,Band 6,2.0,66,9.6,3.8,4.0,9.3,1
EMP-0000861,HR,Individual Contributor,14.4,Band 1,2.1,92,15.6,3.9,2.0,2.4,0
EMP-0008930,Legal,Manager,11.7,Band 5,3.7,49,6.0,4.4,4.1,5.8,0
EMP-0001023,Product,VP,14.0,Band 1,3.0,35,11.9,3.9,1.6,7.2,0
EMP-0009109,Legal,Manager,12.7,Band 3,1.9,82,19.4,2.8,2.6,9.5,0
EMP-0002286,Product,Analyst,27.3,Band 3,4.4,58,22.9,2.2,2.8,9.5,1
EMP-0013977,HR,Individual Contributor,15.3,Band 2,4.8,65,3.1,4.8,4.9,2.3,0
EMP-0009696,IT,Analyst,9.7,Band 5,4.9,108,24.6,3.2,3.1,2.3,0
EMP-0004267,Sales,Analyst,22.0,Band 1,3.2,89,9.7,2.9,2.8,0.9,0
EMP-0000882,Customer Success,Senior Manager,13.2,Band 2,2.7,86,20.4,3.6,3.0,7.5,0
EMP-0005010,Customer Success,VP,20.1,Band 2,2.4,8,8.2,3.2,1.6,1.3,0
EMP-0013981,Sales,Manager,12.9,Band 5,2.0,29,17.2,5.0,5.0,4.8,0
EMP-0001146,Engineering,Manager,2.8,Band 2,3.1,86,11.8,3.6,2.0,4.2,0
EMP-0005391,Engineering,Director,24.6,Band 1,4.5,120,24.5,2.4,2.2,8.7,0
EMP-0009546,HR,VP,3.9,Band 3,2.2,92,24.3,3.3,2.8,0.7,0
EMP-0000154,Legal,Director,8.8,Band 3,2.6,72,15.2,2.8,1.8,7.2,0
EMP-0009896,Customer Success,Director,5.1,Band 2,4.8,111,14.3,1.9,2.4,3.5,0
EMP-0002030,Product,Analyst,6.0,Band 5,4.8,39,0.3,2.1,4.2,3.2,1
EMP-0003240,Legal,Team Lead,10.4,Band 3,3.1,83,21.0,4.3,5.0,0.3,1
EMP-0013401,Engineering,Associate,5.2,Band 3,2.2,11,8.8,3.0,3.0,2.3,0
EMP-0002888,Sales,Team Lead,11.4,Band 1,1.6,29,13.0,4.9,3.9,9.9,0
EMP-0012678,IT,Manager,19.6,Band 4,4.7,67,21.1,1.6,2.6,5.6,1
EMP-0009666,Legal,Analyst,3.4,Band 4,3.1,41,24.9,2.9,3.3,9.5,0
EMP-0012236,Product,Manager,29.1,Band 1,1.9,96,0.2,3.3,4.0,1.8,0
EMP-0004970,Product,Team Lead,3.8,Band 2,4.8,79,13.5,3.4,2.5,2.0,0
EMP-0010300,Operations,Analyst,28.0,Band 1,4.9,15,3.9,2.5,3.1,1.5,1
EMP-0010977,Product,Senior Manager,2.7,Band 3,4.1,65,16.2,3.4,1.1,4.5,0
EMP-0002122,Customer Success,Senior Manager,13.1,Band 4,4.6,49,19.8,3.1,2.6,5.1,0
EMP-0004164,Customer Success,Individual Contributor,12.5,Band 1,3.6,97,11.8,2.6,3.3,7.0,1
EMP-0010148,Engineering,VP,27.4,Band 1,4.5,32,11.3,1.1,2.4,4.5,0
EMP-0006125,Marketing,Analyst,8.4,Band 2,2.6,23,18.2,1.9,3.7,5.8,0
EMP-0010176,Operations,VP,28.6,Band 1,4.8,103,20.9,1.0,2.1,2.0,1
EMP-0003260,Customer Success,Senior Manager,12.6,Band 2,3.0,28,17.5,3.2,3.6,4.3,0
EMP-0008142,Sales,Manager,9.7,Band 4,1.8,58,18.2,3.8,2.2,7.5,0
EMP-0001343,IT,Manager,17.9,Band 2,3.5,58,9.1,2.3,3.9,7.9,0
EMP-0014502,Sales,Manager,5.1,Band 1,3.4,99,16.5,2.7,3.6,8.5,1
EMP-0010141,IT,Manager,29.9,Band 6,1.9,1,12.2,4.5,4.1,7.9,0
EMP-0013521,Operations,Director,1.3,Band 6,3.6,106,1.1,4.3,2.9,9.5,0
EMP-0009791,Engineering,Director,22.3,Band 4,3.6,119,18.9,3.7,3.2,3.3,0
EMP-0011188,Operations,Associate,7.3,Band 1,4.5,50,6.1,2.7,2.6,5.7,0
EMP-0014686,IT,Senior Manager,18.5,Band 2,1.7,25,0.7,3.6,3.1,2.5,0
EMP-0010646,HR,Senior Manager,28.1,Band 5,4.0,97,18.7,3.1,3.3,1.6,0
EMP-0010647,IT,Manager,28.9,Band 3,4.8,115,23.4,3.3,3.6,9.0,1
EMP-0006147,IT,Manager,21.8,Band 1,3.8,33,18.0,4.7,4.9,7.8,0
EMP-0011786,Engineering,Team Lead,29.9,Band 6,3.2,83,5.6,2.7,5.0,1.3,0
EMP-0009332,Legal,Manager,29.2,Band 6,2.2,45,10.7,3.9,3.2,1.3,0
EMP-0000192,HR,Manager,18.2,Band 5,2.4,101,10.6,4.1,2.2,3.1,0
EMP-0009172,Customer Success,Senior Manager,3.9,Band 5,3.8,45,22.2,3.3,2.0,4.4,0
EMP-0010744,Engineering,Director,0.8,Band 4,4.7,1,19.2,2.6,3.8,3.7,0
EMP-0007457,Operations,Manager,5.5,Band 5,3.2,48,19.0,3.0,3.2,8.8,0
EMP-0002503,Engineering,Associate,28.3,Band 5,2.9,42,21.0,4.8,3.2,4.4,0
EMP-0003214,Sales,Associate,5.9,Band 2,1.8,53,0.4,5.0,4.6,2.7,0
EMP-0011451,HR,Associate,7.6,Band 5,3.6,78,1.8,4.4,3.2,4.6,0
EMP-0007716,Engineering,Director,15.9,Band 1,3.7,116,19.1,2.0,2.1,4.6,1
EMP-0004284,Engineering,Manager,21.9,Band 5,2.3,93,4.9,3.2,4.4,2.3,0
EMP-0010975,Operations,Associate,18.4,Band 5,3.1,64,9.3,3.2,3.6,6.7,0
EMP-0004217,Sales,Director,3.5,Band 6,2.4,97,12.3,3.4,2.8,5.4,0
EMP-0004215,Customer Success,VP,25.2,Band 1,2.0,111,7.5,4.5,5.0,6.2,0
EMP-0012157,Product,Associate,18.9,Band 4,1.6,27,14.9,3.6,2.7,8.4,0
EMP-0011980,Engineering,Team Lead,29.7,Band 1,4.6,110,21.4,3.6,3.5,8.4,1
EMP-0011277,Marketing,Manager,1.2,Band 1,2.7,7,24.8,2.4,2.5,3.9,0
EMP-0005694,Customer Success,VP,23.4,Band 1,2.9,84,15.8,4.7,2.9,9.8,0
EMP-0010819,Operations,Individual Contributor,23.7,Band 3,3.4,11,24.5,2.8,2.3,6.7,1
EMP-0013591,Marketing,Manager,26.9,Band 2,4.1,36,23.2,2.2,1.8,2.8,0
EMP-0012358,Marketing,Senior Manager,1.5,Band 2,2.3,87,22.3,4.6,1.8,1.4,1
EMP-0004745,Engineering,Manager,27.4,Band 1,4.1,5,8.3,4.1,2.4,0.8,1
EMP-0004028,Sales,Manager,19.4,Band 3,3.3,109,0.2,1.6,3.9,6.8,1
EMP-0010154,Customer Success,Individual Contributor,24.5,Band 5,2.5,2,20.2,3.6,1.0,9.5,0
EMP-0007980,Legal,Team Lead,20.8,Band 3,1.5,66,25.0,2.8,4.5,8.2,0
EMP-0000824,Sales,Manager,7.8,Band 3,4.8,54,16.0,3.0,2.0,2.3,0
EMP-0003426,Customer Success,Analyst,10.8,Band 1,4.4,76,14.4,1.1,3.4,0.2,1
EMP-0008190,Engineering,Associate,8.2,Band 4,3.1,49,22.4,5.0,2.1,4.0,0
EMP-0006629,Operations,Team Lead,19.6,Band 5,3.3,56,19.1,2.9,1.0,3.2,0
EMP-0014934,Finance,Director,29.7,Band 4,2.0,9,14.3,4.6,5.0,0.3,0
EMP-0014286,Product,Individual Contributor,24.9,Band 2,2.5,27,20.3,1.8,4.4,7.2,1
EMP-0002719,Engineering,Senior Manager,10.2,Band 1,3.6,78,11.4,2.8,1.1,1.3,0
EMP-0011233,Finance,Team Lead,4.9,Band 1,3.0,53,8.6,2.8,3.0,9.3,1
EMP-0009555,Engineering,VP,10.7,Band 4,4.3,18,0.4,4.2,1.9,5.4,0
EMP-0002893,Engineering,Associate,2.4,Band 1,1.5,81,6.0,3.3,2.8,4.1,0
EMP-0002406,Operations,Associate,1.4,Band 3,4.7,19,21.1,3.7,2.6,7.9,0
EMP-0000889,Product,Manager,25.2,Band 3,3.3,32,8.7,3.1,2.7,9.8,0
EMP-0006913,Finance,Manager,3.3,Band 4,4.0,66,10.7,5.0,3.4,7.9,0
EMP-0013723,Product,Team Lead,29.9,Band 2,4.4,119,19.6,2.1,2.7,6.1,0
EMP-0003238,Product,Manager,20.2,Band 1,2.4,59,7.6,2.3,3.5,7.1,1
EMP-0012842,Finance,Individual Contributor,1.8,Band 4,3.7,118,11.0,2.5,1.8,7.8,0
EMP-0003849,HR,VP,9.3,Band 6,3.9,74,6.7,2.5,3.2,2.3,0
EMP-0003444,Legal,Analyst,15.6,Band 3,4.1,88,1.2,2.5,2.1,0.4,0
EMP-0002460,Marketing,Director,5.0,Band 2,1.9,105,11.5,2.9,1.7,7.4,1
EMP-0005098,Product,VP,20.1,Band 3,2.4,77,21.9,3.7,2.3,3.6,1
EMP-0014796,Product,VP,19.2,Band 2,1.9,83,11.3,1.9,5.0,9.2,1
EMP-0008721,Legal,Director,28.6,Band 3,3.1,48,8.9,3.8,2.4,6.2,1
EMP-0000580,Operations,Analyst,16.8,Band 2,2.4,107,3.7,4.3,1.7,3.9,0
EMP-0009726,Legal,Individual Contributor,19.6,Band 1,4.1,73,20.0,4.4,3.0,0.3,0
EMP-0012110,HR,Senior Manager,9.2,Band 2,3.0,91,19.0,2.9,4.1,8.7,0
EMP-0009845,Finance,Team Lead,5.9,Band 2,4.5,14,18.6,2.6,1.9,9.7,0
EMP-0002568,Legal,VP,20.4,Band 1,3.9,67,13.9,3.7,3.1,5.0,0
EMP-0008374,HR,Analyst,5.5,Band 1,4.0,89,24.9,4.0,3.5,1.8,0
EMP-0002044,Customer Success,Analyst,26.8,Band 4,3.4,93,0.7,3.6,2.7,8.4,0
EMP-0005712,Operations,VP,19.0,Band 1,3.2,47,13.8,2.6,3.9,3.7,0
EMP-0006674,Sales,Team Lead,2.1,Band 2,2.7,67,2.6,3.2,3.6,9.0,0
EMP-0012713,Marketing,Team Lead,23.1,Band 3,2.5,113,18.0,2.1,3.4,7.7,1
EMP-0006951,Legal,Senior Manager,5.2,Band 1,3.4,108,23.7,2.6,2.8,2.8,0
EMP-0007266,Engineering,Analyst,3.9,Band 2,4.5,102,6.3,5.0,5.0,3.9,0
EMP-0006681,Legal,Manager,27.8,Band 3,2.1,120,22.7,2.4,5.0,4.5,1
EMP-0014368,Finance,Team Lead,14.4,Band 2,4.7,56,15.5,3.6,4.0,8.1,0
EMP-0012366,HR,Individual Contributor,25.3,Band 4,4.7,100,2.8,3.6,2.1,2.3,0
EMP-0013164,Legal,VP,13.1,Band 4,4.5,45,20.4,3.0,2.7,2.2,0
EMP-0002919,Finance,Analyst,24.1,Band 3,1.9,98,18.5,3.5,3.3,0.8,0
EMP-0003866,Operations,Director,14.8,Band 5,4.8,66,1.2,4.3,1.5,1.6,0
EMP-0010630,IT,Senior Manager,21.2,Band 3,4.1,102,24.2,1.8,4.3,6.1,1
EMP-0007398,Customer Success,Manager,4.8,Band 4,1.8,0,21.2,2.5,3.9,9.5,0
EMP-0011868,Engineering,Senior Manager,3.8,Band 1,4.4,117,20.5,4.2,4.6,2.4,0
EMP-0010546,Legal,VP,5.2,Band 1,4.9,45,13.6,2.6,2.1,9.5,0
EMP-0005252,Sales,Associate,5.1,Band 4,1.9,113,17.8,3.5,3.8,9.2,0
EMP-0014875,Product,Team Lead,28.8,Band 1,3.7,108,21.0,3.8,2.3,7.7,0
EMP-0002842,Customer Success,Analyst,15.2,Band 4,3.5,64,1.2,3.0,2.1,7.7,0
EMP-0002783,Operations,Team Lead,2.2,Band 3,4.1,42,4.5,3.6,4.3,6.7,0
EMP-0006200,Marketing,Team Lead,15.7,Band 4,1.9,41,22.4,4.4,3.0,1.5,0
EMP-0001284,IT,Manager,4.0,Band 1,4.2,34,23.8,3.6,4.0,3.8,1
EMP-0007255,Operations,Individual Contributor,29.3,Band 3,2.3,90,12.0,4.8,1.4,4.6,0
EMP-0007880,IT,Individual Contributor,10.5,Band 4,3.9,73,13.5,2.6,4.7,1.0,0
EMP-0000945,HR,VP,22.5,Band 3,4.0,23,6.3,3.2,2.6,3.0,0
EMP-0014737,Engineering,Director,8.3,Band 2,3.5,25,22.5,4.3,2.8,5.4,1
EMP-0013652,HR,Team Lead,4.6,Band 6,4.9,64,6.9,3.1,4.1,3.2,1
EMP-0001344,Customer Success,Team Lead,27.5,Band 3,2.1,50,4.6,3.8,1.7,2.8,0
EMP-0004585,Engineering,Team Lead,6.4,Band 1,1.8,15,5.3,4.0,2.1,3.4,0
EMP-0011201,Marketing,VP,1.0,Band 5,4.1,119,22.2,2.1,3.1,0.1,0
EMP-0013295,Legal,VP,16.4,Band 4,2.9,56,22.0,2.9,3.0,6.3,0
EMP-0005933,Sales,Manager,6.9,Band 1,3.6,27,2.3,3.6,3.8,4.8,0
EMP-0012965,HR,Team Lead,27.7,Band 3,4.7,117,21.5,2.5,4.1,8.8,0
EMP-0013417,Sales,Team Lead,11.3,Band 2,3.0,37,3.4,4.5,2.9,0.9,0
EMP-0004184,IT,Analyst,25.3,Band 1,4.3,21,14.9,1.9,3.4,7.5,1
EMP-0007064,Finance,Team Lead,4.8,Band 3,2.9,116,9.5,2.9,3.2,7.2,0
EMP-0011311,HR,Manager,6.5,Band 2,4.1,81,22.5,2.4,4.1,3.4,1
EMP-0001923,Engineering,Manager,6.9,Band 3,1.8,14,8.0,3.1,4.3,5.8,0
EMP-0001083,Operations,Associate,8.6,Band 6,4.3,80,5.3,4.9,2.0,8.1,0
EMP-0007483,Legal,Manager,1.6,Band 5,1.7,32,3.0,2.2,4.7,4.5,1
EMP-0002222,HR,Director,3.7,Band 3,2.2,58,3.5,4.3,2.3,0.4,0
EMP-0002512,Engineering,Senior Manager,17.0,Band 6,3.6,107,15.0,3.6,3.2,1.0,0
EMP-0009620,Legal,Senior Manager,28.1,Band 2,1.7,7,16.8,2.4,3.5,1.3,0
EMP-0012566,Product,VP,3.0,Band 2,3.9,78,24.3,3.0,3.1,4.2,0
EMP-0009948,Finance,VP,1.4,Band 5,4.0,12,23.4,4.8,4.3,9.6,1
EMP-0013634,Operations,VP,10.7,Band 2,3.4,77,16.5,1.6,2.7,2.1,0
EMP-0011691,IT,Team Lead,23.2,Band 2,3.7,104,22.4,3.9,2.6,9.2,0
EMP-0001641,Marketing,VP,27.5,Band 4,2.8,81,23.9,3.2,4.2,0.9,0
EMP-0006190,IT,Team Lead,1.8,Band 5,2.4,84,19.9,4.3,3.5,6.0,0
EMP-0004213,Customer Success,VP,23.5,Band 1,1.8,102,23.8,3.4,2.8,2.8,1
EMP-0014347,Legal,Director,18.6,Band 1,3.9,9,8.9,3.6,2.3,0.0,0
EMP-0005114,Customer Success,Individual Contributor,11.8,Band 1,4.5,55,14.3,2.5,2.4,8.1,0
EMP-0001574,Finance,Individual Contributor,25.5,Band 6,2.3,100,14.3,1.8,1.9,3.7,0
EMP-0005176,HR,Associate,11.1,Band 4,4.6,97,2.3,3.0,2.6,3.6,0
EMP-0009398,Engineering,Senior Manager,19.6,Band 3,4.2,119,1.7,3.0,1.3,5.7,0
EMP-0007932,Product,Senior Manager,26.5,Band 5,2.2,2,16.5,2.7,3.5,6.0,0
EMP-0001797,IT,Senior Manager,17.4,Band 1,2.7,62,18.2,1.5,2.9,3.8,0
EMP-0002296,Engineering,Analyst,2.2,Band 4,2.9,113,0.4,2.0,5.0,4.6,1
EMP-0004878,Operations,Senior Manager,26.5,Band 3,1.6,3,8.6,2.8,2.0,0.0,0
EMP-0007260,Sales,Individual Contributor,28.1,Band 1,2.1,80,24.5,2.3,1.9,0.1,1
EMP-0009039,Legal,VP,18.5,Band 4,2.3,109,21.5,5.0,2.7,1.9,0
EMP-0003154,Customer Success,VP,24.8,Band 3,3.7,2,7.1,4.0,3.1,9.1,0
EMP-0007159,Marketing,VP,27.6,Band 4,3.2,1,13.5,3.2,3.5,2.1,1
EMP-0004679,Operations,Individual Contributor,9.7,Band 1,4.9,16,23.2,4.2,3.9,3.8,0
EMP-0010278,Sales,Senior Manager,23.8,Band 4,3.0,0,9.5,4.9,2.4,6.0,0
EMP-0004952,Marketing,Associate,11.8,Band 1,4.6,32,21.8,2.8,1.0,5.0,1
EMP-0005939,Customer Success,Analyst,5.8,Band 1,4.8,6,21.3,2.5,2.9,4.7,1
EMP-0005106,Product,Associate,0.9,Band 6,3.9,56,6.8,4.1,4.1,8.7,0
EMP-0005337,Product,Manager,17.3,Band 1,3.8,93,2.6,2.8,1.9,5.4,0
EMP-0006597,Sales,Individual Contributor,3.7,Band 4,4.4,70,19.4,1.0,3.4,7.2,1
EMP-0001547,Operations,Senior Manager,14.2,Band 4,3.0,70,20.5,3.7,2.8,0.0,0
EMP-0011831,Sales,Individual Contributor,19.5,Band 5,1.6,27,17.2,4.3,4.8,5.4,0
EMP-0002800,HR,Analyst,20.4,Band 1,4.8,94,21.3,2.6,4.1,5.9,0
EMP-0011978,Engineering,Manager,15.4,Band 4,2.5,84,7.5,2.6,3.0,3.5,0
EMP-0000479,Operations,Analyst,25.9,Band 1,4.4,48,23.3,1.8,3.9,8.2,1
EMP-0003591,Legal,Associate,13.6,Band 4,2.8,3,17.6,1.3,1.8,2.6,0
EMP-0007805,Legal,Analyst,29.5,Band 1,2.7,73,13.9,3.5,2.8,2.7,0
EMP-0014198,Customer Success,Associate,27.4,Band 1,4.9,13,22.5,3.3,4.1,5.1,1
EMP-0010642,Marketing,Manager,7.5,Band 6,2.0,33,5.3,2.7,1.8,3.8,0
EMP-0012469,Sales,Senior Manager,6.3,Band 1,1.7,0,0.0,3.8,3.6,4.4,0
EMP-0003350,Sales,Individual Contributor,7.8,Band 4,3.9,31,17.3,3.7,3.6,5.9,0
EMP-0007433,Operations,Manager,4.8,Band 6,2.1,109,13.0,2.4,2.6,7.1,0
EMP-0006638,Product,Team Lead,24.0,Band 3,2.2,60,7.8,1.6,1.0,4.8,1
EMP-0004789,Sales,Manager,21.8,Band 1,2.5,55,20.6,2.3,2.4,2.8,1
EMP-0001138,Marketing,VP,13.2,Band 5,3.5,21,23.9,3.3,4.1,2.4,1
EMP-0001868,Finance,Associate,22.9,Band 3,3.5,64,22.0,2.3,2.6,6.0,0
EMP-0013924,HR,Individual Contributor,5.4,Band 6,2.2,23,16.9,1.9,3.6,6.6,0
EMP-0012298,Sales,Individual Contributor,16.8,Band 3,2.2,26,3.5,3.7,1.5,3.3,0
EMP-0005789,IT,Director,15.1,Band 1,3.3,43,4.8,3.7,2.5,6.4,1
EMP-0011237,Sales,Team Lead,18.6,Band 2,2.4,29,5.8,2.1,4.3,8.1,0
EMP-0012091,Customer Success,Team Lead,19.2,Band 1,4.6,78,15.3,1.7,2.2,5.3,1
EMP-0000995,HR,Team Lead,15.9,Band 3,4.7,116,7.2,3.1,2.8,8.6,0
EMP-0013937,HR,VP,3.2,Band 2,2.2,114,7.9,2.6,3.1,2.2,0
EMP-0005180,Legal,Individual Contributor,11.9,Band 3,3.2,119,20.7,4.5,3.3,2.9,0
EMP-0007043,Engineering,Associate,20.4,Band 2,4.9,95,21.8,3.7,2.1,0.8,0
EMP-0006149,HR,Analyst,15.1,Band 1,3.4,60,6.5,4.1,4.4,0.7,0
EMP-0009097,IT,Associate,9.3,Band 6,4.7,83,22.4,5.0,1.4,0.3,0
EMP-0006995,Finance,Associate,18.7,Band 3,4.3,82,19.9,3.3,2.4,5.7,0
EMP-0011640,Engineering,Associate,20.1,Band 1,3.3,101,12.3,2.5,3.9,8.7,1
EMP-0011641,Engineering,Team Lead,10.2,Band 2,4.8,103,11.4,4.2,4.1,4.4,0
EMP-0011896,Product,Associate,7.1,Band 3,2.4,105,3.7,3.9,3.2,3.1,0
EMP-0008238,Customer Success,Individual Contributor,6.1,Band 3,4.7,44,15.2,3.4,2.3,9.0,0
EMP-0005876,HR,Individual Contributor,23.4,Band 2,3.1,72,8.2,4.1,1.0,9.8,0
EMP-0004491,Customer Success,Manager,17.1,Band 2,3.7,64,23.7,4.0,2.2,7.8,0
EMP-0010228,Finance,Analyst,28.1,Band 1,4.7,108,2.8,3.1,1.5,7.5,1
EMP-0000335,Legal,Manager,3.5,Band 4,1.7,69,1.7,2.2,3.4,1.9,0
EMP-0013356,HR,Manager,17.1,Band 2,3.5,83,3.0,3.8,5.0,6.0,0
EMP-0000985,Customer Success,Team Lead,19.5,Band 3,1.6,66,3.4,3.9,2.4,4.4,0
EMP-0007712,Sales,Associate,27.0,Band 1,3.8,28,20.1,2.6,2.2,8.8,0
EMP-0003429,Customer Success,Associate,17.2,Band 2,2.7,107,19.2,4.2,1.6,1.1,1
EMP-0008488,IT,Associate,5.5,Band 3,4.5,73,20.0,2.3,1.0,9.6,0
EMP-0005437,HR,Manager,2.3,Band 3,4.5,76,22.0,3.2,4.1,7.1,0
EMP-0014840,Marketing,Senior Manager,25.3,Band 4,4.7,37,16.3,2.6,2.1,2.4,0
EMP-0004984,IT,Manager,24.5,Band 1,2.3,97,10.2,3.5,1.4,10.0,0
EMP-0008431,HR,Senior Manager,0.9,Band 4,4.1,9,19.3,2.9,2.9,8.9,0
EMP-0006326,Finance,VP,2.3,Band 2,3.6,74,12.4,3.2,2.8,2.2,1
EMP-0014398,Engineering,Associate,9.5,Band 2,2.1,15,6.3,2.5,3.7,0.6,0
EMP-0009261,Engineering,Team Lead,19.1,Band 1,2.2,113,14.6,3.3,3.8,5.2,0
EMP-0005417,HR,Senior Manager,24.5,Band 4,4.8,102,3.5,4.2,4.7,2.5,0
EMP-0009682,Finance,Analyst,8.4,Band 1,3.1,65,23.3,1.6,2.2,3.2,0
EMP-0000745,Marketing,Team Lead,12.9,Band 3,3.9,42,12.9,4.0,3.9,3.5,0
EMP-0007347,Product,Team Lead,10.5,Band 3,3.7,36,23.6,1.0,2.8,6.3,0
EMP-0011745,Finance,Team Lead,5.6,Band 6,3.5,48,13.7,3.7,4.1,6.4,0
EMP-0003965,Legal,Director,29.8,Band 3,3.6,100,8.8,2.4,2.3,5.3,0
EMP-0007124,Engineering,Individual Contributor,23.7,Band 1,4.9,81,23.0,1.9,2.0,1.6,1
EMP-0014633,Sales,Manager,18.0,Band 2,4.3,114,3.8,3.2,2.1,9.0,0
EMP-0004619,Operations,Manager,15.3,Band 2,3.7,88,4.9,3.9,3.2,2.8,1
EMP-0001253,Engineering,VP,1.5,Band 4,4.8,44,2.8,3.9,1.5,3.9,0
EMP-0007135,Sales,Manager,7.8,Band 1,2.1,115,16.2,3.6,3.2,2.5,0
